"Hora local en Santiago (aeropuerto)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"04.08.2017 21:00";"28.0";"747.2";"762.8";"79";"Viento procedente del estesureste";"4";"";"";"";"Nubosidad escasa (10-30%) 600 m";"10.0 y más";"24.0";
"04.08.2017 20:00";"29.0";"746.5";"762.0";"74";"Viento procedente del sudeste";"5";"";"";"";"Nubosidad escasa (10-30%) 600 m";"10.0 y más";"24.0";
"04.08.2017 19:00";"30.0";"746.5";"762.0";"66";"Viento procedente del este";"6";"";"";"";"Nubosidad escasa (10-30%) 660 m";"10.0 y más";"23.0";
"04.08.2017 18:00";"32.0";"745.8";"761.2";"59";"Viento procedente del este";"7";"";"";"";"Nubosidad dispersa (40-50%) 660 m";"10.0 y más";"23.0";
"04.08.2017 17:00";"33.0";"745.9";"761.2";"56";"Viento procedente del estesureste";"7";"";"";"";"Nubosidad dispersa (40-50%) 690 m";"10.0 y más";"23.0";
"04.08.2017 16:00";"33.0";"745.9";"761.2";"56";"Viento procedente del este";"6";"";"";"";"Nubosidad dispersa (40-50%) 750 m";"10.0 y más";"23.0";
"04.08.2017 15:00";"33.0";"746.7";"762.0";"52";"Viento procedente del estesureste";"7";"";"";"";"Nubosidad dispersa (40-50%) 750 m";"10.0 y más";"22.0";
"04.08.2017 14:00";"33.0";"747.5";"762.8";"52";"Viento procedente del estesureste";"8";"";"";"";"Nubosidad dispersa (40-50%) 750 m";"10.0 y más";"22.0";
"04.08.2017 13:00";"33.0";"747.5";"762.8";"56";"Viento procedente del sudeste";"8";"";"";"";"Nubosidad dispersa (40-50%) 750 m";"10.0 y más";"23.0";
"04.08.2017 12:00";"33.0";"748.2";"763.5";"59";"Viento procedente del sudeste";"8";"";"";"";"Nubosidad dispersa (40-50%) 720 m";"10.0 y más";"24.0";
"04.08.2017 11:00";"30.0";"748.8";"764.3";"70";"Viento procedente del sursureste";"6";"";"";"";"Nubosidad dispersa (40-50%) 720 m";"10.0 y más";"24.0";
"04.08.2017 10:00";"29.0";"748.7";"764.3";"74";"Viento procedente del sudeste";"5";"";"";"";"Nubosidad dispersa (40-50%) 690 m";"10.0 y más";"24.0";
"04.08.2017 09:00";"28.0";"748.7";"764.3";"84";"Viento procedente del sudeste";"5";"";"";"";"Nubosidad escasa (10-30%) 600 m";"10.0 y más";"25.0";
"04.08.2017 08:00";"26.0";"748.6";"764.3";"94";"Viento procedente del sudeste";"3";"";"";"";"Nubosidad escasa (10-30%) 540 m";"10.0 y más";"25.0";
"04.08.2017 07:00";"25.0";"747.7";"763.5";"94";"Viento procedente del sudeste";"3";"";"";"";"Nubosidad dispersa (40-50%) 480 m";"10.0 y más";"24.0";
"04.08.2017 06:00";"25.0";"747.1";"762.8";"94";"Viento procedente del sudeste";"4";"";"";"";"Nubosidad dispersa (40-50%) 480 m";"10.0 y más";"24.0";
"04.08.2017 05:00";"25.0";"747.1";"762.8";"94";"Viento procedente del estesureste";"3";"";"";"";"Nubosidad escasa (10-30%) 480 m";"10.0 y más";"24.0";
"04.08.2017 04:00";"25.0";"747.1";"762.8";"100";"Viento procedente del sudeste";"3";"";"";"";"Nubosidad escasa (10-30%) 540 m";"10.0 y más";"25.0";
"04.08.2017 03:00";"25.0";"747.1";"762.8";"94";"Viento procedente del estesureste";"3";"";"";"";"Nubosidad dispersa (40-50%) 540 m";"10.0 y más";"24.0";
"04.08.2017 02:00";"26.0";"747.8";"763.5";"94";"Viento procedente del sudeste";"3";"";"";"";"Nubosidad dispersa (40-50%) 540 m";"10.0 y más";"25.0";
"04.08.2017 01:00";"26.0";"748.6";"764.3";"94";"Viento procedente del sudeste";"3";"";"";"";"Nubosidad dispersa (40-50%) 540 m";"10.0 y más";"25.0";
"04.08.2017 00:00";"26.0";"748.6";"764.3";"94";"Viento procedente del sursureste";"3";"";"";"";"Nubosidad dispersa (40-50%) 540 m";"10.0 y más";"25.0";
"03.08.2017 23:00";"26.0";"748.6";"764.3";"94";"Viento procedente del sudeste";"4";"";"";"";"Nubosidad fragmentada (60-90%) 540 m";"10.0 y más";"25.0";
"03.08.2017 22:00";"27.0";"748.6";"764.3";"89";"Viento procedente del sursureste";"3";"";"";"";"Nubosidad fragmentada (60-90%) 540 m";"10.0 y más";"25.0";
"03.08.2017 21:00";"26.0";"748.6";"764.3";"89";"Viento procedente del este";"3";"";"";"";"Nubosidad fragmentada (60-90%) 540 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"24.0";
"03.08.2017 20:00";"28.0";"747.9";"763.5";"84";"Viento procedente del sudeste";"3";"";"";"";"Nubosidad fragmentada (60-90%) 540 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"25.0";
"03.08.2017 19:00";"29.0";"747.3";"762.8";"79";"Viento procedente del sursureste";"4";"";"";"";"Nubosidad fragmentada (60-90%) 600 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"25.0";
"03.08.2017 18:00";"30.0";"747.3";"762.8";"75";"Viento procedente del sursureste";"5";"";"";"";"Nubosidad escasa (10-30%) 540 m, nubes cumulonimbus , nubosidad fragmentada (60-90%) 600 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"25.0";
"03.08.2017 17:00";"32.0";"747.4";"762.8";"63";"Viento procedente del estesureste";"7";"";"";"";"Nubosidad escasa (10-30%) 600 m, nubes cumulonimbus , nubosidad fragmentada (60-90%) 600 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"24.0";
"03.08.2017 16:00";"33.0";"746.7";"762.0";"56";"Viento procedente del estesureste";"10";"";"";"";"Nubosidad escasa (10-30%) 600 m, nubes cumulonimbus , nubosidad fragmentada (60-90%) 600 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"23.0";
"03.08.2017 15:00";"32.0";"747.4";"762.8";"67";"Viento procedente del estesureste";"7";"";"";"";"Nubosidad escasa (10-30%) 540 m, nubes cumulonimbus , nubosidad fragmentada (60-90%) 600 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"25.0";
"03.08.2017 14:00";"32.0";"747.4";"762.8";"63";"Viento procedente del estesureste";"7";"";"";"";"Nubosidad escasa (10-30%) 540 m, nubes cumulonimbus , nubosidad fragmentada (60-90%) 540 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"24.0";
"03.08.2017 13:00";"31.0";"748.1";"763.5";"66";"Viento procedente del estesureste";"7";"";"En las proximidades chubasco(s)";"";"Nubosidad escasa (10-30%) 540 m, nubes cumulonimbus , nubosidad fragmentada (60-90%) 540 m";"8.0";"24.0";
"03.08.2017 12:00";"31.0";"748.8";"764.3";"70";"Viento procedente del sursureste";"5";"";"";"";"Nubosidad escasa (10-30%) 480 m, nubes cumulonimbus , nubosidad fragmentada (60-90%) 540 m";"10.0 y más";"25.0";
"03.08.2017 11:00";"29.0";"748.7";"764.3";"79";"Viento procedente del estesureste";"5";"";"";"Lluvia";"Nubosidad escasa (10-30%) 480 m, nubes cumulonimbus , nubosidad fragmentada (60-90%) 540 m";"10.0 y más";"25.0";
"03.08.2017 10:00";"28.0";"748.7";"764.3";"84";"Viento procedente del sudeste";"5";"";"";"";"Nubosidad escasa (10-30%) 540 m, nubes cumulonimbus , nubosidad fragmentada (60-90%) 600 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"25.0";
"03.08.2017 09:00";"26.0";"748.6";"764.3";"94";"Viento procedente del estesureste";"3";"";"";"Lluvia";"Nubosidad escasa (10-30%) 540 m, nubes cumulonimbus , nubosidad fragmentada (60-90%) 600 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"25.0";
"03.08.2017 08:00";"26.0";"748.6";"764.3";"84";"Viento procedente del estesureste";"3";"";"Leve(-es) lluvia";"";"Nubosidad escasa (10-30%) 480 m, nubes cumulonimbus , nubosidad dispersa (40-50%) 540 m, nubosidad fragmentada (60-90%) 9000 m";"8.0";"23.0";
"03.08.2017 07:00";"25.0";"747.7";"763.5";"94";"Viento procedente del sudeste";"3";"";"En las proximidades chubasco(s)";"Tormenta";"Nubosidad escasa (10-30%) 480 m, nubes cumulonimbus , nubosidad dispersa (40-50%) 540 m, nubosidad fragmentada (60-90%) 9000 m";"8.0";"24.0";
"03.08.2017 06:00";"25.0";"747.1";"762.8";"94";"Viento procedente del este";"3";"";"Leve(-es) tormenta, lluvia";"";"Nubosidad escasa (10-30%) 420 m, nubes cumulonimbus , nubosidad fragmentada (60-90%) 480 m";"5.0";"24.0";
"03.08.2017 05:00";"25.0";"747.1";"762.8";"94";"Viento procedente del sudeste";"2";"";"Leve(-es) tormenta";"";"Nubosidad escasa (10-30%) 480 m, nubes cumulonimbus , nubosidad escasa (10-30%) 540 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"24.0";
"03.08.2017 04:00";"26.0";"747.1";"762.8";"89";"Viento procedente del sudeste";"2";"";"";"";"Nubosidad escasa (10-30%) 540 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"24.0";
"03.08.2017 03:00";"26.0";"747.1";"762.8";"89";"Viento procedente del sudeste";"3";"";"";"Lluvia";"Nubosidad fragmentada (60-90%) 540 m";"10.0 y más";"24.0";
"03.08.2017 02:00";"26.0";"747.1";"762.8";"89";"Viento procedente del este";"2";"";"Leve(-es) lluvia";"";"Nubosidad escasa (10-30%) 480 m, cumulus congestus de gran extensión vertical , nubosidad fragmentada (60-90%) 540 m";"7.0";"24.0";
"03.08.2017 01:00";"26.0";"747.8";"763.5";"89";"Viento procedente del sur";"3";"";"";"";"Nubosidad dispersa (40-50%) 600 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"24.0";
"03.08.2017 00:00";"27.0";"747.8";"763.5";"84";"Viento procedente del sursureste";"4";"";"";"";"Nubosidad dispersa (40-50%) 600 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"24.0";
"02.08.2017 23:00";"27.0";"747.8";"763.5";"84";"Viento procedente del sudeste";"2";"";"";"";"Nubosidad dispersa (40-50%) 600 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"24.0";
"02.08.2017 22:00";"27.0";"747.8";"763.5";"84";"Viento procedente del sudeste";"4";"";"";"";"Nubosidad dispersa (40-50%) 600 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"24.0";
"02.08.2017 21:00";"27.0";"747.8";"763.5";"84";"Viento procedente del sursureste";"4";"";"";"";"Nubosidad dispersa (40-50%) 660 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"24.0";
"02.08.2017 20:00";"27.0";"747.2";"762.8";"79";"Viento procedente del sur";"4";"";"";"";"Nubosidad escasa (10-30%) 600 m, nubes cumulonimbus , nubosidad dispersa (40-50%) 660 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"23.0";
"02.08.2017 19:00";"29.0";"747.3";"762.8";"70";"Viento procedente del estesureste";"8";"";"";"";"Nubosidad escasa (10-30%) 660 m, nubes cumulonimbus , nubosidad dispersa (40-50%) 720 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"23.0";
"02.08.2017 18:00";"31.0";"746.6";"762.0";"62";"Viento procedente del estenoreste";"5";"";"";"";"Nubosidad escasa (10-30%) 720 m, nubes cumulonimbus , nubosidad dispersa (40-50%) 780 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"23.0";
"02.08.2017 17:00";"32.0";"746.6";"762.0";"59";"Viento procedente del este";"6";"";"";"";"Nubosidad escasa (10-30%) 780 m, nubes cumulonimbus , nubosidad dispersa (40-50%) 840 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"23.0";
"02.08.2017 16:00";"32.0";"746.6";"762.0";"55";"Viento procedente del este";"7";"";"";"";"Nubosidad escasa (10-30%) 780 m, nubes cumulonimbus , nubosidad dispersa (40-50%) 840 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"22.0";
"02.08.2017 15:00";"32.0";"746.6";"762.0";"55";"Viento procedente del este";"6";"";"";"";"Nubosidad escasa (10-30%) 780 m, nubes cumulonimbus , nubosidad dispersa (40-50%) 840 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"22.0";
"02.08.2017 14:00";"33.0";"747.5";"762.8";"52";"Viento procedente del estesureste";"7";"";"";"";"Nubosidad escasa (10-30%) 780 m, nubes cumulonimbus , nubosidad dispersa (40-50%) 840 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"22.0";
"02.08.2017 13:00";"34.0";"747.5";"762.8";"53";"Viento procedente del este";"7";"";"";"";"Nubosidad escasa (10-30%) 780 m, nubes cumulonimbus , nubosidad escasa (10-30%) 840 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"23.0";
"02.08.2017 12:00";"33.0";"747.5";"762.8";"56";"Viento procedente del este";"7";"";"";"";"Nubosidad escasa (10-30%) 780 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"23.0";
"02.08.2017 11:00";"32.0";"748.9";"764.3";"59";"Viento procedente del estesureste";"6";"";"";"";"Nubosidad dispersa (40-50%) 780 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"23.0";
"02.08.2017 10:00";"30.0";"748.8";"764.3";"66";"Viento procedente del estesureste";"5";"";"";"";"Nubosidad escasa (10-30%) 750 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"23.0";
"02.08.2017 09:00";"29.0";"748.7";"764.3";"74";"Viento procedente del estesureste";"4";"";"";"";"Nubosidad escasa (10-30%) 720 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"24.0";
"02.08.2017 08:00";"27.0";"748.6";"764.3";"84";"Viento procedente del sudeste";"3";"";"";"";"Nubosidad escasa (10-30%) 660 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"24.0";
"02.08.2017 07:00";"25.0";"747.7";"763.5";"94";"Viento procedente del estesureste";"3";"";"";"";"Nubosidad escasa (10-30%) 540 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"24.0";
"02.08.2017 06:00";"25.0";"747.1";"762.8";"94";"Viento procedente del este";"3";"";"";"";"Nubosidad escasa (10-30%) 540 m, cumulus congestus de gran extensión vertical , nubosidad escasa (10-30%) 600 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"24.0";
"02.08.2017 05:00";"25.0";"747.1";"762.8";"94";"Viento procedente del estesureste";"2";"";"";"";"Nubosidad escasa (10-30%) 600 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"24.0";
"02.08.2017 04:00";"25.0";"747.1";"762.8";"94";"Viento procedente del sudeste";"2";"";"";"";"Nubosidad dispersa (40-50%) 600 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"24.0";
"02.08.2017 03:00";"25.0";"747.1";"762.8";"94";"Viento procedente del estesureste";"2";"";"";"";"Nubosidad escasa (10-30%) 600 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"24.0";
"02.08.2017 02:00";"26.0";"747.8";"763.5";"89";"Viento procedente del estesureste";"3";"";"";"";"Nubosidad dispersa (40-50%) 600 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"24.0";
"02.08.2017 01:00";"26.0";"748.6";"764.3";"89";"Viento procedente del sudeste";"3";"";"";"";"Nubosidad dispersa (40-50%) 600 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"24.0";
"02.08.2017 00:00";"26.0";"748.6";"764.3";"89";"Viento procedente del sudeste";"3";"";"";"";"Nubosidad dispersa (40-50%) 600 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"24.0";
"01.08.2017 23:00";"27.0";"748.6";"764.3";"84";"Viento procedente del sursureste";"2";"";"";"";"Nubosidad dispersa (40-50%) 600 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"24.0";
"01.08.2017 22:00";"27.0";"748.6";"764.3";"84";"Viento procedente del estesureste";"5";"";"";"";"Nubosidad escasa (10-30%) 600 m, nubes cumulonimbus , nubosidad escasa (10-30%) 660 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"24.0";
"01.08.2017 21:00";"28.0";"747.9";"763.5";"79";"Viento procedente del sudeste";"2";"";"";"";"Nubosidad escasa (10-30%) 630 m, nubes cumulonimbus , nubosidad escasa (10-30%) 690 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"24.0";
"01.08.2017 20:00";"28.0";"747.2";"762.8";"74";"Viento procedente del este";"4";"";"";"";"Nubosidad escasa (10-30%) 630 m, nubes cumulonimbus , nubosidad escasa (10-30%) 690 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"23.0";
"01.08.2017 19:00";"30.0";"746.5";"762.0";"66";"Viento procedente del este";"6";"";"";"";"F, nubosidad escasa (10-30%) 720 m, nubes cumulonimbus , nubosidad escasa (10-30%) 780 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"23.0";
"01.08.2017 18:00";"32.0";"746.6";"762.0";"55";"Viento procedente del este";"7";"";"";"";"Nubosidad escasa (10-30%) 780 m, cumulus congestus de gran extensión vertical , nubosidad escasa (10-30%) 840 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"22.0";
"01.08.2017 17:00";"34.0";"745.9";"761.2";"56";"Viento procedente del estesureste";"6";"";"";"";"Nubosidad dispersa (40-50%) 840 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"24.0";
"01.08.2017 16:00";"33.0";"745.9";"761.2";"56";"Viento procedente del sudeste";"5";"";"";"";"Nubosidad escasa (10-30%) 840 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"23.0";
"01.08.2017 15:00";"33.0";"746.7";"762.0";"56";"Viento procedente del sudeste";"6";"";"";"";"Nubosidad escasa (10-30%) 840 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"23.0";
"01.08.2017 14:00";"33.0";"747.5";"762.8";"56";"Viento procedente del sudeste";"6";"";"";"";"Nubosidad dispersa (40-50%) 840 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"23.0";
"01.08.2017 13:00";"33.0";"747.5";"762.8";"56";"Viento procedente del sudeste";"6";"";"";"";"Nubosidad dispersa (40-50%) 840 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"23.0";
"01.08.2017 12:00";"31.0";"748.1";"763.5";"62";"Viento procedente del sudeste";"7";"";"";"";"Nubosidad dispersa (40-50%) 780 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"23.0";
"01.08.2017 11:00";"30.0";"748.8";"764.3";"75";"Viento procedente del sursureste";"5";"";"";"";"Nubosidad dispersa (40-50%) 780 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"25.0";
"01.08.2017 10:00";"29.0";"748.7";"764.3";"74";"Viento procedente del sudeste";"4";"";"";"";"Nubosidad dispersa (40-50%) 720 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"24.0";
"01.08.2017 09:00";"27.0";"748.6";"764.3";"84";"Viento procedente del sudeste";"3";"";"";"";"Nubosidad dispersa (40-50%) 540 m";"10.0 y más";"24.0";
"01.08.2017 08:04";"24.0";"748.5";"764.3";"94";"Viento procedente del estesureste";"3";"";"";"";"Nubosidad escasa (10-30%) 540 m, nubosidad dispersa (40-50%) 2100 m";"10.0 y más";"23.0";
"01.08.2017 08:00";"24.0";"748.5";"764.3";"94";"Viento procedente del estesureste";"3";"";"";"";"Nubosidad escasa (10-30%) 540 m, nubosidad dispersa (40-50%) 2100 m";"10.0 y más";"23.0";
"01.08.2017 07:00";"24.0";"747.7";"763.5";"94";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 540 m, nubosidad fragmentada (60-90%) 2100 m";"10.0 y más";"23.0";
"01.08.2017 06:00";"23.0";"747.0";"762.8";"100";"Calma, escampado";"0";"";"";"";"Nubosidad dispersa (40-50%) 540 m";"10.0 y más";"23.0";
"01.08.2017 05:00";"24.0";"747.0";"762.8";"94";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 540 m";"10.0 y más";"23.0";
"01.08.2017 04:00";"24.0";"747.0";"762.8";"94";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 540 m";"10.0 y más";"23.0";
"01.08.2017 03:00";"24.0";"747.0";"762.8";"94";"Viento procedente del sur";"2";"";"";"";"Nubosidad escasa (10-30%) 540 m";"10.0 y más";"23.0";
"01.08.2017 02:00";"25.0";"747.1";"762.8";"89";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 540 m";"10.0 y más";"23.0";
"01.08.2017 01:00";"25.0";"747.7";"763.5";"89";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 540 m";"10.0 y más";"23.0";
"01.08.2017 00:00";"25.0";"747.7";"763.5";"89";"Viento procedente del sur-oeste";"2";"";"";"";"Nubosidad escasa (10-30%) 540 m";"10.0 y más";"23.0";
"31.07.2017 23:00";"26.0";"747.8";"763.5";"84";"Viento procedente del estesureste";"4";"";"";"";"Nubosidad escasa (10-30%) 540 m";"10.0 y más";"23.0";
"31.07.2017 22:00";"27.0";"747.2";"762.8";"79";"Viento procedente del sudeste";"4";"";"";"";"Nubosidad escasa (10-30%) 540 m";"10.0 y más";"23.0";
"31.07.2017 21:00";"28.0";"747.2";"762.8";"74";"Viento procedente del estesureste";"4";"";"";"";"Nubosidad escasa (10-30%) 540 m";"10.0 y más";"23.0";
"31.07.2017 20:00";"28.0";"746.4";"762.0";"74";"Viento procedente del sursureste";"3";"";"";"";"Nubosidad escasa (10-30%) 600 m, nubes cumulonimbus , nubosidad escasa (10-30%) 600 m";"10.0 y más";"23.0";
"31.07.2017 19:00";"29.0";"745.7";"761.2";"70";"Viento procedente del sudeste";"5";"";"";"";"Nubosidad escasa (10-30%) 600 m, nubes cumulonimbus , nubosidad escasa (10-30%) 600 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"23.0";
"31.07.2017 18:00";"";"";"761.2";"";"Viento procedente del sursureste";"6";"";"";"";"Nubosidad escasa (10-30%) 600 m, nubes cumulonimbus , nubosidad escasa (10-30%) 600 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"";
"31.07.2017 17:00";"30.0";"745.7";"761.2";"66";"Viento procedente del este";"5";"";"";"";"Nubosidad escasa (10-30%) 600 m, nubes cumulonimbus , nubosidad escasa (10-30%) 600 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"23.0";
"31.07.2017 16:00";"31.0";"745.8";"761.2";"62";"Viento procedente del estesureste";"9";"";"";"";"Nubosidad escasa (10-30%) 600 m, nubes cumulonimbus , nubosidad fragmentada (60-90%) 660 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"23.0";
"31.07.2017 15:00";"33.0";"745.9";"761.2";"63";"Viento procedente del sudeste";"5";"";"";"";"Nubosidad escasa (10-30%) 600 m, nubes cumulonimbus , nubosidad fragmentada (60-90%) 750 m";"10.0 y más";"25.0";
"31.07.2017 14:00";"32.0";"746.6";"762.0";"55";"Viento procedente del sudeste";"7";"";"";"";"Nubosidad escasa (10-30%) 600 m, nubes cumulonimbus , nubosidad dispersa (40-50%) 750 m";"10.0 y más";"22.0";
"31.07.2017 13:00";"32.0";"747.4";"762.8";"59";"Viento procedente del estesureste";"7";"";"";"";"Nubosidad escasa (10-30%) 600 m, nubes cumulonimbus , nubosidad dispersa (40-50%) 750 m";"10.0 y más";"23.0";
"31.07.2017 12:00";"31.0";"747.4";"762.8";"59";"Viento procedente del sudeste";"6";"";"";"";"Nubosidad escasa (10-30%) 600 m, nubes cumulonimbus , nubosidad dispersa (40-50%) 750 m";"10.0 y más";"22.0";
"31.07.2017 11:00";"31.0";"748.1";"763.5";"59";"Viento procedente del sudeste";"6";"";"";"";"Nubosidad dispersa (40-50%) 750 m";"10.0 y más";"22.0";
"31.07.2017 10:00";"30.0";"747.3";"762.8";"66";"Viento procedente del sudeste";"6";"";"";"";"Nubosidad dispersa (40-50%) 660 m";"10.0 y más";"23.0";
"31.07.2017 09:00";"27.0";"747.8";"763.5";"84";"Viento procedente del sur";"4";"";"";"";"Nubosidad fragmentada (60-90%) 540 m";"10.0 y más";"24.0";
"31.07.2017 08:00";"24.0";"747.7";"763.5";"100";"Viento procedente del sudeste";"3";"";"Neblina";"";"Nubosidad dispersa (40-50%) 420 m";"4.0";"24.0";
"31.07.2017 07:00";"24.0";"747.0";"762.8";"94";"Viento procedente del estesureste";"3";"";"Neblina";"";"Nubosidad dispersa (40-50%) 480 m";"5.0";"23.0";
"31.07.2017 06:00";"24.0";"746.2";"762.0";"100";"Viento procedente del sursureste";"2";"";"";"";"Nubosidad escasa (10-30%) 480 m";"10.0 y más";"24.0";
"31.07.2017 02:00";"25.0";"747.1";"762.8";"89";"Viento procedente del este";"3";"";"";"";"Nubosidad escasa (10-30%) 480 m";"10.0 y más";"23.0";
"31.07.2017 01:00";"26.0";"747.1";"762.8";"89";"Viento procedente del estesureste";"4";"";"";"";"Nubosidad escasa (10-30%) 480 m";"10.0 y más";"24.0";
"30.07.2017 23:00";"27.0";"747.2";"762.8";"79";"Viento procedente del este";"5";"";"";"";"Nubosidad dispersa (40-50%) 540 m";"10.0 y más";"23.0";
"30.07.2017 22:00";"27.0";"746.4";"762.0";"79";"Viento procedente del este";"6";"";"";"";"Nubosidad dispersa (40-50%) 540 m";"10.0 y más";"23.0";
"30.07.2017 21:00";"27.0";"746.4";"762.0";"79";"Viento procedente del estesureste";"5";"";"";"";"Nubosidad escasa (10-30%) 540 m, nubes cumulonimbus , nubosidad dispersa (40-50%) 540 m";"10.0 y más";"23.0";
"30.07.2017 20:00";"28.0";"746.4";"762.0";"74";"Viento procedente del estesureste";"6";"";"";"";"Nubosidad escasa (10-30%) 600 m, nubes cumulonimbus , nubosidad dispersa (40-50%) 600 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"23.0";
"30.07.2017 19:00";"29.0";"745.7";"761.2";"66";"Viento procedente del estesureste";"9";"";"";"";"Nubosidad escasa (10-30%) 660 m, nubes cumulonimbus , nubosidad dispersa (40-50%) 660 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"22.0";
"30.07.2017 18:00";"31.0";"745.1";"760.5";"59";"Viento procedente del sudeste";"9";"";"";"";"Nubosidad escasa (10-30%) 750 m, nubes cumulonimbus , nubosidad dispersa (40-50%) 750 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"22.0";
"30.07.2017 17:00";"33.0";"745.2";"760.5";"56";"Viento procedente del sudeste";"9";"";"";"";"Nubosidad escasa (10-30%) 750 m, nubes cumulonimbus , nubosidad dispersa (40-50%) 780 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"23.0";
"30.07.2017 16:00";"33.0";"745.2";"760.5";"56";"Viento procedente del estesureste";"7";"";"";"";"Nubosidad dispersa (40-50%) 780 m";"10.0 y más";"23.0";
"30.07.2017 15:00";"24.0";"744.8";"760.5";"83";"Viento procedente del sudeste";"8";"";"";"";"Nubosidad escasa (10-30%) 840 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"21.0";
"30.07.2017 14:00";"34.0";"745.9";"761.2";"49";"Viento procedente del sudeste";"9";"";"";"";"Nubosidad dispersa (40-50%) 840 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"22.0";
"30.07.2017 13:00";"32.0";"746.6";"762.0";"59";"Viento procedente del estesureste";"6";"";"";"";"Nubosidad dispersa (40-50%) 810 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"23.0";
"30.07.2017 12:00";"32.0";"746.6";"762.0";"59";"Viento procedente del este";"6";"";"";"";"Nubosidad dispersa (40-50%) 750 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"23.0";
