"Hora local en Santiago (aeropuerto)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"01.01.2018 23:00";"23.0";"746.2";"762.0";"94";"Viento procedente del este";"3";"";"";"";"Nubosidad escasa (10-30%) 510 m, nubes cumulonimbus , nubosidad fragmentada (60-90%) 510 m";"10.0 y más";"22.0";
"01.01.2018 22:00";"24.0";"746.2";"762.0";"89";"Viento procedente del sursureste";"2";"";"";"";"Nubosidad escasa (10-30%) 540 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"22.0";
"01.01.2018 21:00";"25.0";"746.3";"762.0";"83";"Viento procedente del estesureste";"4";"";"";"";"Nubosidad escasa (10-30%) 570 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"22.0";
"01.01.2018 20:00";"25.0";"745.5";"761.2";"79";"Viento procedente del sursureste";"3";"";"";"";"Nubosidad escasa (10-30%) 600 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"21.0";
"01.01.2018 19:00";"26.0";"744.9";"760.5";"74";"Viento procedente del estesureste";"4";"";"";"";"Nubosidad escasa (10-30%) 630 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"21.0";
"01.01.2018 18:00";"28.0";"745.0";"760.5";"62";"Viento procedente del estesureste";"4";"";"";"";"Nubosidad escasa (10-30%) 690 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"20.0";
"01.01.2018 17:00";"30.0";"745.1";"760.5";"55";"Viento procedente del sudeste";"5";"";"";"";"Nubosidad dispersa (40-50%) 720 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"20.0";
"01.01.2018 16:00";"30.0";"745.1";"760.5";"52";"Viento procedente del estesureste";"6";"";"";"";"Nubosidad dispersa (40-50%) 720 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"19.0";
"01.01.2018 15:00";"30.0";"745.1";"760.5";"52";"Viento procedente del sudeste";"5";"";"";"";"Nubosidad escasa (10-30%) 720 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"19.0";
"01.01.2018 14:00";"29.0";"745.7";"761.2";"58";"Viento procedente del estesureste";"5";"";"";"";"Nubosidad dispersa (40-50%) 690 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"20.0";
"01.01.2018 13:00";"29.0";"746.5";"762.0";"62";"Viento procedente del sudeste";"5";"";"";"";"Nubosidad dispersa (40-50%) 660 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"21.0";
"01.01.2018 12:00";"28.0";"747.2";"762.8";"66";"Viento procedente del sudeste";"2";"";"";"";"Nubosidad dispersa (40-50%) 630 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"21.0";
"01.01.2018 11:00";"26.0";"747.8";"763.5";"74";"vientos de dirección variable";"2";"";"";"";"Nubosidad escasa (10-30%) 570 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"21.0";
"01.01.2018 10:00";"25.0";"748.5";"764.3";"83";"vientos de dirección variable";"2";"";"";"";"Nubosidad escasa (10-30%) 510 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"22.0";
"01.01.2018 09:00";"23.0";"747.6";"763.5";"89";"Calma, escampado";"0";"";"";"";"Nubosidad dispersa (40-50%) 450 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"21.0";
"01.01.2018 08:00";"19.0";"746.7";"762.8";"94";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 420 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"18.0";
"01.01.2018 07:00";"20.0";"746.8";"762.8";"100";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 420 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"20.0";
"01.01.2018 06:00";"20.0";"746.0";"762.0";"100";"Calma, escampado";"0";"";"";"";"Nubosidad dispersa (40-50%) 420 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"20.0";
"01.01.2018 05:00";"20.0";"746.0";"762.0";"100";"Calma, escampado";"0";"";"";"";"Nubosidad dispersa (40-50%) 420 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"20.0";
"01.01.2018 04:00";"20.0";"746.0";"762.0";"100";"Calma, escampado";"0";"";"";"";"Nubosidad dispersa (40-50%) 420 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"20.0";
"01.01.2018 03:00";"20.0";"746.0";"762.0";"100";"Calma, escampado";"0";"";"";"";"Nubosidad dispersa (40-50%) 420 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"20.0";
"01.01.2018 02:00";"19.0";"746.7";"762.8";"100";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 420 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"19.0";
"01.01.2018 01:00";"19.0";"747.4";"763.5";"100";"Viento procedente del noroeste";"2";"";"";"";"Nubosidad dispersa (40-50%) 420 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"19.0";
"01.01.2018 00:00";"20.0";"747.5";"763.5";"100";"Calma, escampado";"0";"";"";"";"Nubosidad dispersa (40-50%) 420 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"20.0";
"31.12.2017 23:00";"22.0";"747.6";"763.5";"94";"Calma, escampado";"0";"";"";"";"Nubosidad dispersa (40-50%) 480 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"21.0";
"31.12.2017 22:00";"23.0";"747.6";"763.5";"89";"Viento procedente del sursureste";"3";"";"";"";"Nubosidad escasa (10-30%) 480 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"21.0";
"31.12.2017 21:00";"23.0";"747.6";"763.5";"89";"Calma, escampado";"0";"";"";"";"Nubosidad dispersa (40-50%) 480 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"21.0";
"31.12.2017 20:00";"24.0";"747.0";"762.8";"83";"Viento procedente del este";"2";"";"";"";"Nubosidad dispersa (40-50%) 540 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"21.0";
"31.12.2017 19:00";"24.0";"747.0";"762.8";"83";"Viento procedente del sudeste";"2";"";"";"";"Nubosidad dispersa (40-50%) 540 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"21.0";
"31.12.2017 18:00";"26.0";"746.3";"762.0";"74";"Viento procedente del sudeste";"3";"";"";"";"Nubosidad fragmentada (60-90%) 660 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"21.0";
"31.12.2017 17:00";"27.0";"746.4";"762.0";"66";"Viento procedente del sudeste";"3";"";"";"";"Nubosidad fragmentada (60-90%) 660 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"20.0";
"31.12.2017 16:00";"28.0";"746.4";"762.0";"62";"Viento procedente del estesureste";"3";"";"";"";"Nubosidad dispersa (40-50%) 660 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"20.0";
"31.12.2017 15:00";"28.0";"746.4";"762.0";"66";"Viento procedente del este";"2";"";"";"";"Nubosidad escasa (10-30%) 660 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"21.0";
"31.12.2017 14:00";"26.0";"747.1";"762.8";"79";"Viento procedente del este";"5";"";"";"";"Nubosidad dispersa (40-50%) 660 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"22.0";
"31.12.2017 13:00";"26.0";"747.8";"763.5";"79";"Viento procedente del estenoreste";"4";"";"";"";"Nubosidad dispersa (40-50%) 600 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"22.0";
"31.12.2017 12:00";"26.0";"748.6";"764.3";"74";"Viento procedente del sursureste";"4";"";"";"";"Nubosidad dispersa (40-50%) 600 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"21.0";
"31.12.2017 11:00";"25.0";"749.2";"765.0";"79";"Viento procedente del sudeste";"3";"";"";"";"Nubosidad escasa (10-30%) 540 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"21.0";
"31.12.2017 10:00";"23.0";"749.1";"765.0";"94";"Viento procedente del sursureste";"2";"";"";"";"Nubosidad escasa (10-30%) 540 m, nubosidad fragmentada (60-90%) 9000 m";"";"22.0";
"31.12.2017 09:00";"21.0";"748.3";"764.3";"100";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 540 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"21.0";
"31.12.2017 08:20";"19.0";"748.2";"764.3";"100";"";"";"";"";"";"Nubosidad escasa (10-30%) 480 m";"10.0 y más";"19.0";
"31.12.2017 08:00";"18.0";"747.4";"763.5";"100";"vientos de dirección variable";"2";"";"Neblina";"";"Nubosidad dispersa (40-50%) 300 m";"4.0";"18.0";
"31.12.2017 07:00";"18.0";"746.7";"762.8";"100";"Calma, escampado";"0";"";"Niebla";"";"Nubosidad fragmentada (60-90%) 210 m";"0.5";"18.0";
"31.12.2017 06:00";"19.0";"746.7";"762.8";"100";"Calma, escampado";"0";"";"Niebla";"";"Nubosidad fragmentada (60-90%) 150 m";"0.2";"19.0";
"31.12.2017 05:00";"19.0";"746.7";"762.8";"94";"vientos de dirección variable";"2";"";"";"";"Nubosidad fragmentada (60-90%) 420 m";"10.0 y más";"18.0";
"31.12.2017 04:00";"19.0";"746.0";"762.0";"100";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 540 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"19.0";
"31.12.2017 03:00";"20.0";"746.0";"762.0";"100";"Viento procedente del este";"2";"";"";"";"Nubosidad escasa (10-30%) 540 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"20.0";
"31.12.2017 02:00";"20.0";"746.8";"762.8";"100";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 540 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"20.0";
"31.12.2017 01:00";"20.0";"746.8";"762.8";"100";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 540 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"20.0";
"31.12.2017 00:00";"21.0";"746.8";"762.8";"100";"Viento procedente del este";"2";"";"";"";"Nubosidad escasa (10-30%) 540 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"21.0";
"30.12.2017 23:00";"21.0";"746.8";"762.8";"100";"Viento procedente del este";"3";"";"";"";"Nubosidad escasa (10-30%) 540 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"21.0";
"30.12.2017 22:00";"22.0";"746.9";"762.8";"94";"Viento procedente del sur";"2";"";"";"";"Nubosidad escasa (10-30%) 540 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"21.0";
"30.12.2017 21:00";"23.0";"746.2";"762.0";"94";"Viento procedente del sursureste";"3";"";"";"";"Nubosidad escasa (10-30%) 540 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"22.0";
"30.12.2017 20:00";"24.0";"745.4";"761.2";"83";"Viento procedente del sursureste";"3";"";"";"";"Nubosidad escasa (10-30%) 600 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"21.0";
"30.12.2017 19:00";"25.0";"745.5";"761.2";"79";"Viento procedente del sudeste";"3";"";"";"";"Nubosidad escasa (10-30%) 630 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"21.0";
"30.12.2017 18:00";"27.0";"744.9";"760.5";"66";"Viento procedente del sursureste";"3";"";"";"";"Nubosidad escasa (10-30%) 720 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"20.0";
"30.12.2017 17:00";"28.0";"745.0";"760.5";"62";"Viento procedente del estesureste";"5";"";"";"";"Nubosidad escasa (10-30%) 720 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"20.0";
"30.12.2017 16:00";"29.0";"745.0";"760.5";"51";"Viento procedente del sudeste";"4";"";"";"";"Nubosidad escasa (10-30%) 750 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"18.0";
"30.12.2017 15:00";"29.0";"745.0";"760.5";"94";"Viento procedente del este";"6";"";"";"";"Nubosidad escasa (10-30%) 750 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"28.0";
"30.12.2017 14:00";"29.0";"745.7";"761.2";"51";"Viento procedente del estesureste";"5";"";"";"";"Nubosidad escasa (10-30%) 720 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"18.0";
"30.12.2017 13:00";"28.0";"746.4";"762.0";"62";"Viento procedente del estesureste";"6";"";"";"";"Nubosidad escasa (10-30%) 690 m, nubosidad fragmentada (60-90%) 9000 m";"10.0 y más";"20.0";
"30.12.2017 12:00";"27.0";"747.2";"762.8";"66";"Viento procedente del estesureste";"5";"";"";"";"Nubosidad escasa (10-30%) 690 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"20.0";
"30.12.2017 11:00";"25.0";"747.7";"763.5";"83";"Viento procedente del estesureste";"4";"";"";"";"Nubosidad escasa (10-30%) 600 m";"10.0 y más";"22.0";
"30.12.2017 10:00";"22.0";"747.6";"763.5";"94";"Viento procedente del este";"3";"";"Neblina";"";"Nubosidad fragmentada (60-90%) 480 m, nubosidad fragmentada (60-90%) 9000 m";"5.0";"21.0";
"30.12.2017 09:00";"21.0";"747.5";"763.5";"94";"Viento procedente del este";"2";"";"Niebla";"";"Cielo cubierto (100%) 120 m";"0.4";"20.0";
"30.12.2017 08:13";"20.0";"746.8";"762.8";"94";"Viento procedente del sudeste";"2";"";"Niebla";"";"Nubosidad fragmentada (60-90%) 60 m";"0.2";"19.0";
"30.12.2017 08:00";"20.0";"746.8";"762.8";"94";"";"";"";"Niebla";"";"Nubosidad fragmentada (60-90%) 60 m";"0.2";"19.0";
"30.12.2017 07:00";"20.0";"746.0";"762.0";"100";"vientos de dirección variable";"2";"";"Niebla";"";"Nubosidad fragmentada (60-90%) 120 m";"0.2";"20.0";
"30.12.2017 06:00";"20.0";"746.0";"762.0";"100";"Calma, escampado";"0";"";"Niebla";"";"Nubosidad fragmentada (60-90%) 240 m";"0.9";"20.0";
"30.12.2017 05:00";"20.0";"745.2";"761.2";"100";"vientos de dirección variable";"2";"";"Neblina";"";"Nubosidad escasa (10-30%) 360 m";"1.0";"20.0";
"30.12.2017 04:00";"20.0";"745.2";"761.2";"100";"vientos de dirección variable";"2";"";"";"";"Nubosidad escasa (10-30%) 360 m";"10.0 y más";"20.0";
"30.12.2017 03:00";"20.0";"746.0";"762.0";"100";"vientos de dirección variable";"2";"";"";"";"Nubosidad escasa (10-30%) 420 m";"10.0 y más";"20.0";
"30.12.2017 02:00";"21.0";"746.1";"762.0";"100";"Viento procedente del sudeste";"2";"";"";"";"Nubosidad escasa (10-30%) 480 m";"10.0 y más";"21.0";
"30.12.2017 01:00";"22.0";"746.1";"762.0";"100";"Viento procedente del este";"2";"";"";"";"Nubosidad escasa (10-30%) 510 m, nubosidad dispersa (40-50%) 2400 m";"10.0 y más";"22.0";
"30.12.2017 00:00";"22.0";"746.9";"762.8";"100";"Viento procedente del este";"3";"";"";"";"Nubosidad escasa (10-30%) 510 m, nubes cumulonimbus , nubosidad escasa (10-30%) 570 m, nubosidad fragmentada (60-90%) 2400 m";"10.0 y más";"22.0";
"29.12.2017 23:00";"22.0";"746.9";"762.8";"100";"Viento procedente del este";"3";"";"";"";"Nubosidad escasa (10-30%) 540 m, nubes cumulonimbus , nubosidad dispersa (40-50%) 600 m, nubosidad fragmentada (60-90%) 2400 m";"10.0 y más";"22.0";
"29.12.2017 22:00";"22.0";"746.9";"762.8";"94";"Viento procedente del este";"3";"";"";"";"Nubosidad escasa (10-30%) 540 m, nubes cumulonimbus , nubosidad escasa (10-30%) 600 m, nubosidad fragmentada (60-90%) 2400 m";"10.0 y más";"21.0";
"29.12.2017 21:00";"22.0";"746.9";"762.8";"94";"Viento procedente del este";"3";"";"";"";"Nubosidad escasa (10-30%) 510 m, nubes cumulonimbus , nubosidad escasa (10-30%) 570 m, nubosidad fragmentada (60-90%) 2400 m";"10.0 y más";"21.0";
"29.12.2017 20:00";"22.0";"746.1";"762.0";"88";"Viento procedente del estesureste";"2";"";"";"";"Nubosidad escasa (10-30%) 540 m, nubes cumulonimbus , nubosidad escasa (10-30%) 600 m, nubosidad dispersa (40-50%) 2400 m";"10.0 y más";"20.0";
"29.12.2017 19:00";"24.0";"";"";"83";"Viento procedente del sursureste";"3";"";"";"";"Nubosidad escasa (10-30%) 600 m, nubes cumulonimbus , nubosidad escasa (10-30%) 660 m";"10.0 y más";"21.0";
"29.12.2017 18:00";"25.0";"745.5";"761.2";"79";"Viento procedente del sudeste";"3";"";"";"Lluvia";"Nubosidad escasa (10-30%) 600 m, cumulus congestus de gran extensión vertical , nubosidad dispersa (40-50%) 660 m";"10.0 y más";"21.0";
"29.12.2017 17:00";"26.0";"745.5";"761.2";"74";"Viento procedente del estesureste";"6";"";"Leve(-es) lluvia";"";"Nubosidad fragmentada (60-90%) 660 m";"8.0";"21.0";
"29.12.2017 16:00";"27.0";"";"";"66";"Viento procedente del estesureste";"5";"";"";"";"Nubosidad escasa (10-30%) 720 m, cumulus congestus de gran extensión vertical , nubosidad dispersa (40-50%) 780 m, nubosidad fragmentada (60-90%) 2400 m";"10.0 y más";"20.0";
"29.12.2017 15:00";"28.0";"745.0";"760.5";"66";"Viento procedente del estesureste";"5";"";"";"";"Nubosidad escasa (10-30%) 720 m, nubosidad fragmentada (60-90%) 2400 m";"10.0 y más";"21.0";
"29.12.2017 14:00";"28.0";"745.6";"761.2";"66";"Viento procedente del estesureste";"5";"";"";"";"Nubosidad escasa (10-30%) 720 m, nubosidad fragmentada (60-90%) 2400 m";"10.0 y más";"21.0";
"29.12.2017 13:00";"28.0";"746.4";"762.0";"70";"Viento procedente del estesureste";"6";"";"";"";"Nubosidad dispersa (40-50%) 690 m, nubosidad fragmentada (60-90%) 2100 m";"10.0 y más";"22.0";
"29.12.2017 12:00";"26.0";"747.1";"762.8";"79";"Viento procedente del sudeste";"5";"";"";"";"Nubosidad escasa (10-30%) 600 m, nubosidad dispersa (40-50%) 2100 m";"10.0 y más";"22.0";
"29.12.2017 11:00";"24.0";"747.7";"763.5";"89";"Viento procedente del estesureste";"4";"";"";"";"Nubosidad fragmentada (60-90%) 540 m";"10.0 y más";"22.0";
"29.12.2017 10:00";"24.0";"747.7";"763.5";"94";"Viento procedente del estesureste";"2";"";"";"";"Nubosidad fragmentada (60-90%) 540 m";"10.0 y más";"23.0";
"29.12.2017 09:00";"22.0";"746.9";"762.8";"100";"Calma, escampado";"0";"";"";"";"Nubosidad fragmentada (60-90%) 480 m";"10.0 y más";"22.0";
"29.12.2017 08:00";"19.0";"746.0";"762.0";"100";"Calma, escampado";"0";"";"";"";"Nubosidad fragmentada (60-90%) 480 m";"10.0 y más";"19.0";
"29.12.2017 07:00";"20.0";"746.0";"762.0";"100";"Calma, escampado";"0";"";"";"";"Nubosidad dispersa (40-50%) 480 m, nubosidad dispersa (40-50%) 2100 m";"10.0 y más";"20.0";
"29.12.2017 06:00";"20.0";"745.2";"761.2";"100";"Calma, escampado";"0";"";"";"";"Nubosidad dispersa (40-50%) 480 m";"10.0 y más";"20.0";
"29.12.2017 05:00";"20.0";"745.2";"761.2";"100";"Calma, escampado";"0";"";"";"";"Nubosidad dispersa (40-50%) 480 m";"10.0 y más";"20.0";
"29.12.2017 04:00";"20.0";"746.0";"762.0";"100";"Calma, escampado";"0";"";"";"";"Nubosidad dispersa (40-50%) 480 m";"10.0 y más";"20.0";
"29.12.2017 03:00";"20.0";"746.0";"762.0";"100";"Calma, escampado";"0";"";"";"";"Nubosidad dispersa (40-50%) 480 m";"10.0 y más";"20.0";
"29.12.2017 02:00";"20.0";"746.0";"762.0";"100";"Calma, escampado";"0";"";"";"";"Nubosidad dispersa (40-50%) 540 m";"10.0 y más";"20.0";
"29.12.2017 01:00";"21.0";"746.8";"762.8";"100";"Calma, escampado";"0";"";"";"";"Nubosidad dispersa (40-50%) 540 m";"10.0 y más";"21.0";
"29.12.2017 00:00";"21.0";"746.8";"762.8";"100";"Calma, escampado";"0";"";"";"";"Nubosidad dispersa (40-50%) 540 m";"10.0 y más";"21.0";
"28.12.2017 23:00";"21.0";"748.3";"764.3";"100";"Viento procedente del estenoreste";"2";"";"";"";"Nubosidad dispersa (40-50%) 540 m";"10.0 y más";"21.0";
"28.12.2017 22:00";"22.0";"746.9";"762.8";"94";"Viento procedente del sursureste";"2";"";"";"";"Nubosidad fragmentada (60-90%) 540 m";"10.0 y más";"21.0";
"28.12.2017 21:00";"23.0";"747.0";"762.8";"89";"Viento procedente del sursureste";"2";"";"";"";"Nubosidad fragmentada (60-90%) 540 m";"10.0 y más";"21.0";
"28.12.2017 20:00";"24.0";"746.2";"762.0";"78";"Calma, escampado";"0";"";"";"";"Nubosidad fragmentada (60-90%) 540 m";"10.0 y más";"20.0";
"28.12.2017 19:00";"24.0";"746.2";"762.0";"74";"Viento procedente del este";"3";"";"";"";"Nubosidad fragmentada (60-90%) 540 m";"10.0 y más";"19.0";
"28.12.2017 18:00";"25.0";"746.3";"762.0";"79";"Viento procedente del este";"4";"";"";"";"Nubosidad dispersa (40-50%) 600 m, nubosidad dispersa (40-50%) 2100 m";"10.0 y más";"21.0";
"28.12.2017 17:00";"27.0";"745.6";"761.2";"70";"Viento procedente del estenoreste";"6";"";"";"";"Nubosidad dispersa (40-50%) 600 m, nubosidad dispersa (40-50%) 2100 m";"10.0 y más";"21.0";
"28.12.2017 16:00";"28.0";"745.6";"761.2";"66";"Viento procedente del este";"4";"";"";"";"Nubosidad dispersa (40-50%) 600 m, nubosidad dispersa (40-50%) 2100 m";"10.0 y más";"21.0";
"28.12.2017 15:00";"28.0";"745.6";"761.2";"62";"Viento procedente del sudeste";"4";"";"";"";"Nubosidad dispersa (40-50%) 600 m, nubosidad dispersa (40-50%) 2100 m";"10.0 y más";"20.0";
"28.12.2017 14:00";"28.0";"746.4";"762.0";"70";"Viento procedente del estesureste";"4";"";"";"";"Nubosidad dispersa (40-50%) 660 m";"10.0 y más";"22.0";
"28.12.2017 13:00";"27.0";"747.2";"762.8";"70";"Viento procedente del sursureste";"4";"";"";"";"Nubosidad dispersa (40-50%) 600 m";"10.0 y más";"21.0";
"28.12.2017 12:00";"27.0";"747.8";"763.5";"70";"Viento procedente del sudeste";"4";"";"";"";"Nubosidad dispersa (40-50%) 600 m";"1.0";"21.0";
"28.12.2017 11:00";"27.0";"748.6";"764.3";"74";"Viento procedente del estesureste";"3";"";"";"";"Nubosidad dispersa (40-50%) 600 m";"10.0 y más";"22.0";
"28.12.2017 10:00";"25.0";"748.5";"764.3";"89";"Calma, escampado";"0";"";"";"";"Nubosidad dispersa (40-50%) 540 m";"10.0 y más";"23.0";
"28.12.2017 09:00";"22.0";"748.4";"764.3";"100";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 480 m";"10.0 y más";"22.0";
"28.12.2017 08:00";"19.0";"747.4";"763.5";"100";"Calma, escampado";"0";"";"Neblina";"";"Nubosidad escasa (10-30%) 480 m";"5.0";"19.0";
"28.12.2017 07:40";"19.0";"746.7";"762.8";"100";"Viento procedente del noreste";"2";"";"Neblina";"";"Nubosidad escasa (10-30%) 480 m";"5.0";"19.0";
"28.12.2017 07:00";"19.0";"746.7";"762.8";"100";"Calma, escampado";"0";"";"Niebla";"";"Nubosidad dispersa (40-50%) 300 m";"0.5";"19.0";
"28.12.2017 06:00";"20.0";"746.8";"762.8";"100";"Calma, escampado";"0";"";"";"";"Nubosidad dispersa (40-50%) 540 m, nubosidad dispersa (40-50%) 9000 m";"10.0 y más";"20.0";
"28.12.2017 05:00";"21.0";"746.1";"762.0";"100";"Calma, escampado";"0";"";"";"Lluvia";"Nubosidad dispersa (40-50%) 540 m";"10.0 y más";"21.0";
"28.12.2017 04:00";"21.0";"746.8";"762.8";"100";"Calma, escampado";"0";"";"";"Lluvia";"Nubosidad fragmentada (60-90%) 480 m, nubosidad dispersa (40-50%) 2100 m";"10.0 y más";"21.0";
"28.12.2017 03:00";"21.0";"746.8";"762.8";"100";"Calma, escampado";"0";"";"Lluvia";"";"Nubosidad fragmentada (60-90%) 480 m";"7.0";"21.0";
"28.12.2017 02:00";"21.0";"746.8";"762.8";"100";"Calma, escampado";"0";"";"";"";"Nubosidad fragmentada (60-90%) 480 m";"10.0 y más";"21.0";
"28.12.2017 01:00";"21.0";"747.5";"763.5";"100";"Calma, escampado";"0";"";"";"";"Nubosidad fragmentada (60-90%) 480 m";"10.0 y más";"21.0";
"28.12.2017 00:00";"21.0";"747.5";"763.5";"100";"Calma, escampado";"0";"";"";"Lluvia";"Nubosidad fragmentada (60-90%) 480 m";"10.0 y más";"21.0";
"27.12.2017 23:00";"21.0";"748.3";"764.3";"100";"Viento procedente del este";"3";"";"";"Lluvia";"Nubosidad fragmentada (60-90%) 480 m";"10.0 y más";"21.0";
"27.12.2017 22:00";"21.0";"748.3";"764.3";"100";"Calma, escampado";"0";"";"";"";"Nubosidad dispersa (40-50%) 540 m";"10.0 y más";"21.0";
"27.12.2017 21:00";"23.0";"747.6";"763.5";"89";"Calma, escampado";"0";"";"";"";"Nubosidad dispersa (40-50%) 540 m";"10.0 y más";"21.0";
"27.12.2017 20:00";"23.0";"747.6";"763.5";"89";"Calma, escampado";"0";"";"";"";"Nubosidad dispersa (40-50%) 540 m";"10.0 y más";"21.0";
"27.12.2017 19:00";"23.0";"747.0";"762.8";"89";"Viento procedente del sur";"3";"";"";"";"Nubosidad dispersa (40-50%) 540 m";"10.0 y más";"21.0";
"27.12.2017 18:00";"24.0";"747.0";"762.8";"89";"Viento procedente del este";"2";"";"";"";"Nubosidad dispersa (40-50%) 540 m";"10.0 y más";"22.0";
"27.12.2017 17:00";"25.0";"746.3";"762.0";"79";"Viento procedente del sursureste";"3";"";"";"";"Nubosidad fragmentada (60-90%) 540 m";"10.0 y más";"21.0";
"27.12.2017 16:00";"27.0";"746.4";"762.0";"79";"Viento procedente del sursureste";"5";"";"";"";"Nubosidad dispersa (40-50%) 600 m";"10.0 y más";"23.0";
"27.12.2017 15:10";"24.0";"746.2";"762.0";"94";"Viento procedente del sudeste";"3";"";"";"Lluvia";"Nubosidad dispersa (40-50%) 540 m";"10.0 y más";"23.0";
"27.12.2017 15:00";"23.0";"747.0";"762.8";"94";"Viento procedente del estesureste";"5";"";"Lluvia";"";"Nubosidad dispersa (40-50%) 480 m";"5.0";"22.0";
"27.12.2017 14:00";"28.0";"747.2";"762.8";"70";"Viento procedente del estesureste";"4";"";"";"";"Nubosidad dispersa (40-50%) 600 m";"10.0 y más";"22.0";
"27.12.2017 13:00";"28.0";"747.9";"763.5";"66";"Viento procedente del sudeste";"6";"";"En las proximidades chubasco(s)";"";"Nubosidad dispersa (40-50%) 510 m";"7.0";"21.0";
"27.12.2017 12:00";"27.0";"748.6";"764.3";"74";"Viento procedente del sudeste";"5";"";"";"";"Nubosidad dispersa (40-50%) 630 m";"10.0 y más";"22.0";
"27.12.2017 11:00";"27.0";"749.3";"765.0";"74";"Viento procedente del sursureste";"5";"";"";"";"Nubosidad dispersa (40-50%) 630 m";"10.0 y más";"22.0";
"27.12.2017 10:00";"25.0";"749.2";"765.0";"89";"Viento procedente del sur";"3";"";"";"";"Nubosidad escasa (10-30%) 600 m";"10.0 y más";"23.0";
"27.12.2017 09:00";"22.0";"749.1";"765.0";"100";"Calma, escampado";"0";"";"";"";"Nubosidad escasa (10-30%) 540 m";"10.0 y más";"22.0";
"27.12.2017 08:00";"20.0";"748.9";"765.0";"94";"Calma, escampado";"0";"";"Neblina";"";"Nubosidad dispersa (40-50%) 360 m";"3.0";"19.0";
